extracted,url,best_term,best_cosine,matched_terms
racker digital fraud dark web account takeover credential stuffing,https://www.pymnts.com/tracker/digital-fraud-dark-web-account-takeover-credential-stuffing/,Credential Stuffing,0.6239689,Credential Stuffing
racker preventing financial crimes remote work internal fraud protection automation,https://www.pymnts.com/tracker/preventing-financial-crimes-remote-work-internal-fraud-protection-automation/,Fraud Prevention Software,0.6151808,Fraud Prevention Software
racker digital fraud fbi social engineering phishing ai mfa,https://www.pymnts.com/tracker/digital-fraud-fbi-social-engineering-phishing-ai-mfa/,Computer Fraud,0.61694473,Computer Fraud
racker preventing financial crimes fraud case management digital,https://www.pymnts.com/tracker/preventing-financial-crimes-fraud-case-management-digital/,Fraud Prevention Software,0.6079412,Fraud Prevention Software
racker digital fraud tracker false positives prevention ai machine learning,https://www.pymnts.com/tracker/digital-fraud-tracker-false-positives-prevention-ai-machine-learning/,Fraud Detection Software,0.60798866,Fraud Detection Software
racker preventing financial crimes playbook payment fraud prevention,https://www.pymnts.com/tracker/preventing-financial-crimes-playbook-payment-fraud-prevention/,Fraud Prevention Software,0.6287788,Fraud Prevention; Fraud Prevention Software
racker digital fraud prevention cybersecurity phishing,https://www.pymnts.com/tracker/digital-fraud-prevention-cybersecurity-phishing/,Fraud Prevention Software,0.6127891,Computer Fraud; Fraud Prevention Software
racker digital identity biometrics digital security authentication,https://www.pymnts.com/tracker/digital-identity-biometrics-digital-security-authentication/,Biometric Authentication,0.6162645,Biometric Authentication
mobile wallet apps,https://www.pymnts.com/mobile-wallet-apps/,Digital Wallets,0.70858806,Digital Wallets
 shoplifting,https://www.pymnts.com/tag/shoplifting/,Stealing,0.687874,Stealing; Stealthing
 retail theft,https://www.pymnts.com/tag/retail-theft/,Stealing,0.63447475,Stealing
 surveillance,https://www.pymnts.com/tag/surveillance/,Monitoring,0.7216978,Monitoring
 consumer privacy,https://www.pymnts.com/tag/consumer-privacy/,Privacy,0.6096948,Privacy
 crypto industry,https://www.pymnts.com/tag/crypto-industry/,Cryptocurrency,0.6537772,Cryptocurrency
 voice commands,https://www.pymnts.com/tag/voice-commands/,Voice Authorization,0.65968084,Voice Authorization
 mobile devices,https://www.pymnts.com/tag/mobile-devices/,Mobile Device Analysis,0.61906224,Mobile Device Analysis
racker digital fraud prevention artificial intelligence phishing,https://www.pymnts.com/tracker/digital-fraud-prevention-artificial-intelligence-phishing/,Fraud Prevention Software,0.63043785,Fraud Detection Software; Fraud Prevention Software
racker digital fraud synthetic identity fraud prevention solutions,https://www.pymnts.com/tracker/digital-fraud-synthetic-identity-fraud-prevention-solutions/,Fraud Prevention Software,0.6228086,Fraud Prevention Software
racker digital identity biometrics authentication passwords,https://www.pymnts.com/tracker/digital-identity-biometrics-authentication-passwords/,Biometric Authentication,0.60264075,Biometric Authentication
 biometric payments,https://www.pymnts.com/tag/biometric-payments/,Biometric Authentication,0.7398605,Biometric Authentication; Biometrics
 debit card,https://www.pymnts.com/tag/debit-card/,Debit Card,0.65785843,Cardholder; Debit Card
 apple wallet,https://www.pymnts.com/tag/apple-wallet/,Digital Wallets,0.6265685,Digital Wallets
racker authenticated payments automation cybersecurity psd2 sca strong customer authentication,https://www.pymnts.com/tracker/authenticated-payments-automation-cybersecurity-psd2-sca-strong-customer-authentication/,SCA (Strong Customer Authentication),0.66667557,SCA (Strong Customer Authentication)
 payments methods,https://www.pymnts.com/tag/payments-methods/,Payment Gateway,0.6324418,Payment Gateway
 social security,https://www.pymnts.com/tag/social-security/,Social Security Number (SSN),0.6203007,Social Security fraud; Social Security Number (SSN)
 payment method,https://www.pymnts.com/tag/payment-method/,Payment Gateway,0.67221665,Payment Fraud; Payment Gateway; Payment Screening; Payment Verification; PayPal
 data management,https://www.pymnts.com/tag/data-management/,Data Warehousing,0.6121624,Data Warehousing
fraud prevention 2023 new technologies needed to stem the rising tide of crypto fraud,https://www.pymnts.com/fraud-prevention/2023/new-technologies-needed-to-stem-the-rising-tide-of-crypto-fraud/,Fraud Prevention,0.64115846,Fraud Prevention; Fraud Prevention Software
 digital id,https://www.pymnts.com/tag/digital-id/,Digital Identity,0.7359299,Digital Identity
category voice activation,https://www.pymnts.com/category/voice-activation/,Voice Authorization,0.70618385,Voice Authorization
 blockchain technology,https://www.pymnts.com/tag/blockchain-technology/,Blockchain,0.65018445,Blockchain
 credit reports,https://www.pymnts.com/tag/credit-reports/,Credit Bureau,0.67623556,Credit Bureau
 theft,https://www.pymnts.com/tag/theft/,Stealing,0.60423905,Stealing
fraud prevention 2023 faster payments means faster better fraud fighting tools,https://www.pymnts.com/fraud-prevention/2023/faster-payments-means-faster-better-fraud-fighting-tools/,Fraud Prevention,0.6280516,Fraud Prevention
 cross border trade,https://www.pymnts.com/tag/cross-border-trade/,Cross Border,0.7694611,Cross Border; Cross-Border Transactions
 fraud attacks,https://www.pymnts.com/tag/fraud-attacks/,Confirmation Fraud,0.6609807,Account Takeover Fraud (ATO); Click Fraud; Computer Fraud; Confirmation Fraud; Cyber Fraud; E-commerce Fraud; Email Fraud; Friendly Fraud; Identity Fraud; Payment Fraud; Wire Fraud
events modernizing your cross border payments infrastructure to boost sales,https://www.pymnts.com/events/modernizing-your-cross-border-payments-infrastructure-to-boost-sales/,Cross-Border Transactions,0.6019739,Cross-Border Transactions
 retail banking,https://www.pymnts.com/tag/retail-banking/,Shell Bank,0.6256182,Private Banking; Shell Bank
 data encryption,https://www.pymnts.com/tag/data-encryption/,Data Encryption,0.8820453,Advanced Encryption Standard (AES); Cryptography; Data Encryption; Data Encryption Standard (DES); Encryption; Encryption Key; Public Key Encryption
 virtual currency 2,https://www.pymnts.com/tag/virtual-currency-2/,Virtual Currency,0.7586943,Cryptocurrency; Virtual Currency
 credit history,https://www.pymnts.com/tag/credit-history/,Credit Bureau,0.65619504,Credit Bureau
 payment gateways,https://www.pymnts.com/tag/payment-gateways/,Payment Gateway,0.8329545,Payment Gateway
 fraud attack,https://www.pymnts.com/tag/fraud-attack/,Confirmation Fraud,0.7038816,Account Takeover Fraud (ATO); Click Fraud; Computer Fraud; Confirmation Fraud; Contract Fraud; Cyber Fraud; Email Fraud; Fraud; Friendly Fraud; Identity Fraud; Payment Fraud; Wire Fraud
fraud prevention 2023 finastra debuts compliance as a service to combat fraud,https://www.pymnts.com/fraud-prevention/2023/finastra-debuts-compliance-as-a-service-to-combat-fraud/,Fraud Prevention,0.61290336,Fraud Prevention
 data protection,https://www.pymnts.com/tag/data-protection/,Data Protection Act,0.740825,Data Protection Act
 mobile money,https://www.pymnts.com/tag/mobile-money/,Electronic Money (E-Money),0.62625754,Electronic Money (E-Money)
fraud prevention 2023 certifid raises 20 million to combat real estate wire fraud,https://www.pymnts.com/fraud-prevention/2023/certifid-raises-20-million-to-combat-real-estate-wire-fraud/,Fraud Prevention,0.60726964,Fraud Prevention
 2fa,https://www.pymnts.com/tag/2fa/,Two-Factor Authentication (2FA),0.7987203,Two-Factor Authentication (2FA); Two-Step Authentification; Two-Step Verification
 financial institution,https://www.pymnts.com/tag/financial-institution/,Financial Institution,0.83886874,Financial Institution; Shell Bank
 token,https://www.pymnts.com/tag/token/,Tokenization,0.60143864,Tokenization
 digital innovation,https://www.pymnts.com/tag/digital-innovation/,Digital Transformation,0.7499153,Digital Transformation
 keybank,https://www.pymnts.com/tag/keybank/,Shell Bank,0.6573687,Shell Bank
 digital fraud,https://www.pymnts.com/tag/digital-fraud/,Cyber Fraud,0.7804613,419 Fraud; Application Fraud; Chargeback Fraud; Click Fraud; Computer Fraud; Confirmation Fraud; Contract Fraud; Corporate fraud; Credit Card Fraud; Credit Fraud; Cyber Fraud; Debit Card Fraud; E-commerce Fraud; Email Fraud; Familiar Fraud; Financial Crime; Fintech Fraud; Fraud; Fraud Detection; Fraud Detection Software; Fraud Jobs; Fraud Managed Services; Fraud Monitoring; Fraud Prevention; Fraud Ring; Fraud Schemes; Friendly Fraud; Gaming Fraud; Identity Fraud; Identity Theft; Instagram scammer; Insurance Fraud; Investment Fraud; Mail Fraud and Wire Faud; Marketplace Fraud; Mobile Phone Fraud; Mortgage fraud; Payment Fraud; Paypal Fraud; Scams; Telecommunication fraud; Utility Fraud; Wire Fraud
 digital currency group,https://www.pymnts.com/tag/digital-currency-group/,Cryptocurrency,0.65745884,Cryptocurrency
 data collection,https://www.pymnts.com/tag/data-collection/,Data Capture,0.61836296,Data Capture
digital payments 2023 jump in contactless payments opens door for digital wallets,https://www.pymnts.com/digital-payments/2023/jump-in-contactless-payments-opens-door-for-digital-wallets/,Digital Wallets,0.60985595,Digital Wallets
 law enforcement,https://www.pymnts.com/tag/law-enforcement/,Law Enforcement,0.86846757,Law Enforcement
 botnets,https://www.pymnts.com/tag/botnets/,Botnet,0.8531077,Botnet
 botnet,https://www.pymnts.com/tag/botnet/,Botnet,0.93101877,Anti-Botnet; Botnet
 omnichannel experience,https://www.pymnts.com/tag/omnichannel-experience/,Omnichannel,0.8263443,Omnichannel
 direct debit,https://www.pymnts.com/tag/direct-debit/,Debit Card,0.6202698,Debit Card
 online checkout,https://www.pymnts.com/tag/online-checkout/,Shopping Cart,0.6268885,Shopping Cart
 online fraud,https://www.pymnts.com/tag/online-fraud/,E-commerce Fraud,0.7713639,Application Fraud; Click Fraud; Computer Fraud; Confirmation Fraud; Contract Fraud; Corporate fraud; Credit Card Fraud; Cyber Fraud; E-commerce Fraud; Email Fraud; Familiar Fraud; Fintech Fraud; Fraud; Fraud Detection; Fraud Jobs; Fraud Monitoring; Fraud Prevention; Fraud Schemes; Friendly Fraud; Identity Fraud; Instagram scammer; Insurance Fraud; Investment Fraud; Mail Fraud and Wire Faud; Marketplace Fraud; Mobile Phone Fraud; Mortgage fraud; Payment Fraud; Paypal Fraud; Phishing; Reshipping Fraud Scheme; Return Fraud; Scammer; Scams; Telecommunication fraud; Utility Fraud; Wire Fraud
 work from home,https://www.pymnts.com/tag/work-from-home/,Work-from-home scam,0.7277472,Work-from-home scam
rtificial intelligence 2 2023 the modern fraud dilemma its good ai against bad ai,https://www.pymnts.com/artificial-intelligence-2/2023/the-modern-fraud-dilemma-its-good-ai-against-bad-ai/,AI (Artificial Intelligence),0.6283269,AI (Artificial Intelligence)
 dark web,https://www.pymnts.com/tag/dark-web/,Dark Web,0.8604413,Dark Web; Deep Web
 cybertheft,https://www.pymnts.com/tag/cybertheft/,Cybercrime,0.72901684,Cyber Fraud; Cyberattack; Cybercrime; Cyberespionage; Data Theft; Identity Theft
 payment processor,https://www.pymnts.com/tag/payment-processor/,Payment Gateway,0.79128057,Payment Gateway; Payment Screening; Payment Services Provider (PSP); Payment Verification; PayPal
 voice payments,https://www.pymnts.com/tag/voice-payments/,Voice Authorization,0.6513622,Voice Authorization
 hack,https://www.pymnts.com/tag/hack/,Hacking,0.6044655,Hacking
 digital services,https://www.pymnts.com/tag/digital-services/,Digital Transformation,0.6004342,Digital Transformation
uthentication 2023 consumers like biometrics more than passwords,https://www.pymnts.com/authentication/2023/consumers-like-biometrics-more-than-passwords/,Biometric Authentication,0.62908876,Biometric Authentication
 eft,https://www.pymnts.com/tag/eft/,Electronic Funds Transfer (EFT),0.6306375,Electronic Funds Transfer (EFT)
 flexible payments,https://www.pymnts.com/tag/flexible-payments/,Payment Verification,0.6032159,Payment Verification
 omnicommerce,https://www.pymnts.com/tag/omnicommerce/,Omnichannel,0.64964825,Omnichannel
 gulf cooperation council,https://www.pymnts.com/tag/gulf-cooperation-council/,Gulf Cooperation Council (GCC),0.80914766,Gulf Cooperation Council (GCC)
 emvco,https://www.pymnts.com/tag/emvco/,EMV,0.6083216,EMV
 international monetary fund,https://www.pymnts.com/tag/international-monetary-fund/,International Monetary Fund (IMF),0.8239325,International Monetary Fund (IMF)
 imf,https://www.pymnts.com/tag/imf/,International Monetary Fund (IMF),0.7270339,International Monetary Fund (IMF)
 alternative finance,https://www.pymnts.com/tag/alternative-finance/,Fintech,0.6389964,Fintech
 payment system,https://www.pymnts.com/tag/payment-system/,Payment Gateway,0.71145344,Payment Gateway; Payment Screening; Payment Verification
 cyber risk,https://www.pymnts.com/tag/cyber-risk/,Cybersecurity,0.6650352,Cybercrime; Cybersecurity; Cybersecurity Insurance
 electronic payments 2,https://www.pymnts.com/tag/electronic-payments-2/,Electronic Money (E-Money),0.62716603,Electronic Funds Transfer (EFT); Electronic Money (E-Money)
 automatic payments,https://www.pymnts.com/tag/automatic-payments/,Payment Screening,0.6006855,Payment Screening
 voice,https://www.pymnts.com/tag/voice/,Voice Authorization,0.6228067,Voice Authorization
